xid,name,rate,osm,wikidata,kinds,longitude,latitude,country
W367508070,Holyhead Breakwater Lighthouse,7.0,way/367508070,Q15224746,"lighthouses,architecture,towers,interesting_places,other_towers",-4.61932,53.3309,United Kingdom
W367588623,Hauptfriedhof,7.0,way/367588623,Q1589469,"cemeteries,historic,burial_places,interesting_places",9.94818,49.7958,Alemania
W367725783,Saenger Theatre,7.0,way/367725783,Q7398302,"cultural,cinemas,theatres_and_entertainments,interesting_places",-90.0726,29.9564,United States
W368223193,Cavanaugh's Restaurant,7.0,way/368223193,Q14685759,"architecture,historic_architecture,interesting_places,foods,restaurants,tourist_facilities,other_buildings_and_structures",-75.55,39.7429,United States
W368304494,Main Office of the New Castle Leather Co.,7.0,way/368304494,Q14685619,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-75.5434,39.7448,United States
W368338531,Delaware Children's Theatre,7.0,way/368338531,Q5253246,"cultural,theatres_and_entertainments,interesting_places,other_theatres",-75.5562,39.7517,United States
W368341826,Riverview Cemetery,7.0,way/368341826,Q16899354,"cemeteries,historical_places,historic,burial_places,interesting_places,historic_districts",-75.5272,39.7565,United States
W368363175,Igreja de Sanfins de Friestas,7.0,way/368363175,Q5994230,"religion,churches,interesting_places,catholic_churches",-8.5822,42.0314,Portugal
W368488495,Mission San José,7.0,way/368488495,Q6878730,"religion,historic,churches,archaeology,interesting_places,other_archaeological_sites,catholic_churches",-98.4798,29.3624,United States
W369252440,Salón del Reino Laguna,1.0,way/369252440,-1,"religion,other_temples,interesting_places",-78.6099,-0.93863,Ecuador
W36938995,Herderschule,7.0,way/36938995,Q26836576,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",8.64971,49.8584,Alemania
W369590391,Fort Davis National Historic Site,7.0,way/369590391,Q5471027,"urban_environment,gardens_and_parks,cultural,natural,interesting_places,nature_reserves,other_nature_conservation_areas",-103.895,30.5987,United States
W369701041,Sasayama Castle,7.0,way/369701041,Q2760134,"fortifications,historic,urban_environment,gardens_and_parks,cultural,interesting_places,castles",135.218,35.0734,Japón
W369741061,Plaza Santa Ana,7.0,way/369741061,Q88477839,"religion,churches,urban_environment,cultural,interesting_places,catholic_churches,squares",-71.9855,-13.5146,Perú
W36987560,Bibliothèque municipale de Nancy,7.0,way/36987560,Q630448,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",6.17909,48.6919,France
W370074079,Mitla,7.0,way/370074079,Q1366027,"historic,historical_places,archaeology,interesting_places,other_archaeological_sites,historic_settlements",-96.3616,16.9258,México
W370193645,Iglesia de Santiago,7.0,way/370193645,Q5992019,"religion,churches,interesting_places,other_churches",-5.90443,43.4822,España
W37052935,Regiswindiskapelle,7.0,way/37052935,Q1429019,"religion,churches,interesting_places,other_churches",9.1548,49.076,Alemania
W370610638,Catedral de Coro,3.0,way/370610638,Q5758370,"religion,cathedrals,churches,interesting_places,catholic_churches",-69.6778,11.4074,Venezuela
W37082862,Puka Pukara,7.0,way/37082862,Q2390374,"historic,archaeology,interesting_places,other_archaeological_sites",-71.9622,-13.4833,Perú
W37084957,Piquillacta,7.0,way/37084957,Q2665757,"historic,archaeology,interesting_places,other_archaeological_sites",-71.7172,-13.6127,Perú
W370951744,Iglesia de San Pedro de la Mata,7.0,way/370951744,Q7415155,"religion,architecture,historic_architecture,churches,interesting_places,destroyed_objects,catholic_churches",-3.98714,39.6137,España
W37100610,Castillo de Casasola,7.0,way/37100610,Q27243337,"fortifications,historic,interesting_places,castles",-3.47862,40.163,España
W371242334,San Francisco Church,7.0,way/371242334,Q65951354,"religion,other_temples,cultural,museums,interesting_places,other_museums",-71.982,-13.5188,Perú
W371491961,Kasuga Shrine,7.0,way/371491961,Q10855012,"religion,other_temples,interesting_places",135.219,35.0782,Japón
W371717423,Hokanji Temple,7.0,way/371717423,Q11555353,"towers,religion,architecture,buddhist_temples,interesting_places,other_towers",135.779,34.9985,Japón
W371728884,Entokuin,7.0,way/371728884,Q11422904,"religion,buddhist_temples,interesting_places",135.78,35.0009,Japón
W371739386,Entoku-in North Garden,7.0,way/371739386,Q11422904,"religion,buddhist_temples,urban_environment,gardens_and_parks,cultural,interesting_places",135.78,35.0011,Japón
W371945269,Rosecliff Mansion,7.0,way/371945269,Q2166814,"cultural,museums,interesting_places,other_museums",-71.3045,41.465,United States
W372180467,Seat of the First Congress of the Chinese Communist Party,7.0,way/372180467,Q41728,"cultural,museums,interesting_places,other_museums",121.471,31.2221,China
W37220944,Upo Marsh,7.0,way/37220944,Q496402,"aquatic_protected_areas,natural,interesting_places,nature_reserves",128.416,35.5525,Corea del Sur
W372248778,Museo Histórico del Centro Cultural Presidente Pedro Aguirre Cerda,7.0,way/372248778,Q92108562,"cultural,museums,interesting_places,other_museums",-70.616,-32.8697,Chile
W372364484,La Recoleta,7.0,way/372364484,Q26730541,"religion,churches,interesting_places,other_churches",-78.513,-7.16115,Perú
W372451734,Roman Aqueduct,7.0,way/372451734,Q42295042,"bridges,architecture,historic,archaeology,interesting_places,other_archaeological_sites,aqueducts",26.515,39.126,Grecia
W372543202,Claymont Stone School,7.0,way/372543202,Q5130109,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-75.4547,39.8048,United States
W372606356,Casa de las Cinco Torres,7.0,way/372606356,Q5755221,"architecture,historic_architecture,interesting_places,manor_houses",-6.29395,36.5356,España
W372769175,Ancient theater of Mytilene,7.0,way/372769175,Q20055333,"architecture,historic_architecture,historic,archaeology,cultural,theatres_and_entertainments,interesting_places,destroyed_objects,other_theatres,other_archaeological_sites,amphitheatres",26.5468,39.1105,Grecia
W372922723,Teotihuacan,7.0,way/372922723,Q172613,"settlements,historic,archaeology,interesting_places",-98.8454,19.6901,México
W373203537,Onko Gakkai Hall,7.0,way/373203537,Q21018910,"cultural,museums,interesting_places,other_museums",139.711,35.6543,Japón
W373472534,Abraham's Woods State Natural Area,7.0,way/373472534,Q4668721,"natural,interesting_places,nature_reserves,other_nature_conservation_areas",-89.4837,42.6847,United States
W37348995,Tunnel of Eupalinos,7.0,way/37348995,Q955894,"historic,archaeology,cultural,urban_environment,water,natural,interesting_places,other_archaeological_sites,squares,rivers",26.9293,37.6957,Grecia
W373702586,Point Farm,7.0,way/373702586,Q7208022,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-75.7024,39.555,United States
W373706054,Pamukkale Natural Park,7.0,way/373706054,Q232734,"hot_springs,urban_environment,gardens_and_parks,cultural,natural_springs,natural,interesting_places,nature_reserves,springs_others,other_nature_conservation_areas",29.1218,37.92,Turquía
W373716447,Stonum,7.0,way/373716447,Q7619476,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-75.5765,39.6604,United States
W373717553,William Talley House,7.0,way/373717553,Q14685805,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-75.5153,39.8098,United States
W374149682,Iglesia de Guayacán,7.0,way/374149682,Q5909244,"religion,other_temples,interesting_places",-71.3466,-29.967,Chile
W374341502,Playa Cayo Sal,3.0,way/374341502,Q5759270,"natural,interesting_places,beaches,other_beaches",-68.2646,10.9431,Venezuela
W374345584,Playa Cayo Sombrero (Oeste),3.0,way/374345584,Q5759293,"natural,interesting_places,beaches,islands,coral_islands,other_beaches",-68.2096,10.8804,Venezuela
W374419103,Grad Rihemberk,7.0,way/374419103,Q3397509,"fortifications,historic,interesting_places,castles",13.7913,45.8511,Eslovenia
W37451039,Heraion,7.0,way/37451039,Q841207,"religion,other_temples,historic,archaeology,interesting_places,other_archaeological_sites",26.886,37.672,Grecia
W375034558,Wat Nang Nong Worawihan,7.0,way/375034558,Q13020705,"religion,buddhist_temples,interesting_places",100.466,13.7034,Tailandia
W375157262,Brooklyn Bridge,7.0,way/375157262,Q125006,"bridges,interesting_places,architecture,suspension_bridges",-73.9958,40.7052,United States
W375770023,Castell de Riudabella,7.0,way/375770023,Q17182015,"fortifications,historic,interesting_places,castles",1.04273,41.3725,España
W376206089,Schloss Utzigen,7.0,way/376206089,Q29676175,"fortifications,historic,interesting_places,castles",7.56148,46.962,Alemania
W376296694,Wat Plengvipassana,7.0,way/376296694,Q24718210,"religion,buddhist_temples,interesting_places",100.467,13.763,Tailandia
W376302667,Wat Bang Sao Thong,7.0,way/376302667,Q24717567,"religion,buddhist_temples,interesting_places",100.467,13.7437,Tailandia
W376302668,Wat Khrut,7.0,way/376302668,Q24718191,"religion,buddhist_temples,interesting_places",100.478,13.7467,Tailandia
W376302669,Wat Nai Rong,7.0,way/376302669,Q55106272,"religion,buddhist_temples,interesting_places",100.472,13.7745,Tailandia
W376302670,Wat Amphawa,7.0,way/376302670,Q16004405,"religion,buddhist_temples,interesting_places",100.476,13.7488,Tailandia
W376303736,Wat Noi Nang Hong,7.0,way/376303736,Q56878315,"religion,buddhist_temples,interesting_places",100.489,13.7725,Tailandia
W376303737,Wat Bang Yi Khan,7.0,way/376303737,Q55333874,"religion,buddhist_temples,interesting_places",100.489,13.7707,Tailandia
W376311203,Wat Chalo,7.0,way/376311203,Q16004166,"religion,buddhist_temples,interesting_places",100.476,13.8064,Tailandia
W376311482,Wat Phraya Tham Worawihan,7.0,way/376311482,Q24706063,"religion,buddhist_temples,interesting_places",100.483,13.7476,Tailandia
W376377640,Wat Chaloem Phra Kiat Worawihan,7.0,way/376377640,Q2552251,"religion,buddhist_temples,interesting_places",100.484,13.8479,Tailandia
W37642880,Q'eswachaka,7.0,way/37642880,Q21002400,"bridges,architecture,interesting_places,footbridges,suspension_bridges",-71.4842,-14.3813,Perú
W376454825,Autopista Caracas - La Guaira,7.0,way/376454825,Q21007082,"bridges,architecture,interesting_places,other_bridges",-66.9354,10.4981,Venezuela
W376454830,Distribuidor La Araña,7.0,way/376454830,Q21007082,"bridges,architecture,interesting_places,other_bridges",-66.9333,10.4937,Venezuela
W376466912,Wat Chotikaram,7.0,way/376466912,Q99460485,"religion,buddhist_temples,interesting_places",100.488,13.8258,Tailandia
W376466919,Wat Thong Khung,7.0,way/376466919,Q56557732,"religion,buddhist_temples,interesting_places",100.482,13.9224,Tailandia
W376466920,Wat Chom Phu Wek,7.0,way/376466920,Q1631707,"religion,buddhist_temples,interesting_places",100.496,13.887,Tailandia
W376466927,Wat Sao Thong Thong,7.0,way/376466927,Q60661528,"religion,buddhist_temples,interesting_places",100.483,13.9137,Tailandia
W376620407,Distribuidor La Araña,7.0,way/376620407,Q21007082,"cultural,urban_environment,interesting_places,squares",-66.9305,10.4929,Venezuela
W376674390,Wat Thong Nopphakhun,7.0,way/376674390,Q13020696,"religion,buddhist_temples,interesting_places",100.508,13.7324,Tailandia
W376674391,Wat Thong Thammachat Worawihan,7.0,way/376674391,Q56876219,"religion,buddhist_temples,interesting_places",100.505,13.7333,Tailandia
W376675935,Wat Intharam,7.0,way/376675935,Q42815397,"religion,buddhist_temples,interesting_places",100.483,13.7233,Tailandia
W376675946,Wat Nimma-noradi,7.0,way/376675946,Q66361277,"religion,buddhist_temples,interesting_places",100.427,13.7084,Tailandia
W376675953,Wat Ang Kaeo,7.0,way/376675953,Q13020895,"religion,buddhist_temples,interesting_places",100.454,13.7167,Tailandia
W376679541,Wat Bang Phraek,7.0,way/376679541,Q99461501,"religion,buddhist_temples,interesting_places",100.428,13.8707,Tailandia
W376679542,Wat Khema Phirataram Ratchaworawihan,7.0,way/376679542,Q1675709,"religion,buddhist_temples,interesting_places",100.503,13.8215,Tailandia
W376679549,Wat Paknam Nonthaburi,7.0,way/376679549,Q99459281,"religion,buddhist_temples,interesting_places",100.506,13.8206,Tailandia
W376679554,Wat Chimphli Sutthawat,7.0,way/376679554,Q63533717,"religion,buddhist_temples,interesting_places",100.49,13.9065,Tailandia
W376680740,Wat Pho Bang O,7.0,way/376680740,Q99461181,"religion,buddhist_temples,interesting_places",100.472,13.8095,Tailandia
W376706264,Santa Creu,7.0,way/376706264,Q18007485,"religion,churches,interesting_places,catholic_churches",1.34719,41.5985,España
W376877218,Castillo de Cocentaina,7.0,way/376877218,Q6746629,"fortifications,historic,monuments_and_memorials,interesting_places,castles,monuments",-0.44747,38.746,España
W376904783,Wat Rat Bamrung,7.0,way/376904783,Q99422338,"religion,buddhist_temples,interesting_places",100.378,13.7014,Tailandia
W377487659,Wat Ku,7.0,way/377487659,Q1145686,"religion,buddhist_temples,interesting_places",100.506,13.9317,Tailandia
W377487664,Wat Ko Phaya Cheng,7.0,way/377487664,Q96487375,"religion,buddhist_temples,interesting_places",100.501,13.9236,Tailandia
W377544437,Palacio Presidencial de Cerro Castillo,7.0,way/377544437,Q11697370,"fortifications,historic,interesting_places,castles",-71.5643,-33.02,Chile
W377879330,Wat Bang Krai Nai,7.0,way/377879330,Q16004194,"religion,buddhist_temples,interesting_places",100.439,13.8193,Tailandia
W377879332,Wat Prasat,7.0,way/377879332,Q2552367,"religion,buddhist_temples,interesting_places",100.451,13.8391,Tailandia
W377882070,Wat Khangkhao,7.0,way/377882070,Q99312416,"religion,buddhist_temples,interesting_places",100.499,13.8197,Tailandia
W377888067,Wat Bowon Mongkhon,7.0,way/377888067,Q99198061,"religion,buddhist_temples,interesting_places",100.496,13.7756,Tailandia
W377888080,Wat Kharuehabodi,7.0,way/377888080,Q13020640,"religion,buddhist_temples,interesting_places",100.496,13.772,Tailandia
W377894843,Wat Bang Sai Kai,7.0,way/377894843,Q98601351,"religion,buddhist_temples,interesting_places",100.489,13.7326,Tailandia
W378056690,"St. James Cathedral, Valparaíso",7.0,way/378056690,Q5758625,"religion,cathedrals,interesting_places",-71.6188,-33.0462,Chile
W378173844,Wat Phaichayon Phon Sep Ratchaworawihan,7.0,way/378173844,Q56561323,"religion,buddhist_temples,interesting_places",100.527,13.6675,Tailandia
W378173845,Wat Prot Ket Chettha Ram,7.0,way/378173845,Q56561282,"religion,buddhist_temples,interesting_places",100.529,13.6677,Tailandia
W378173859,Wat Song Tham Worawihan,7.0,way/378173859,Q2552394,"religion,buddhist_temples,interesting_places",100.536,13.6625,Tailandia
W378173860,Wat Chaeng Ron,7.0,way/378173860,Q98034409,"religion,buddhist_temples,interesting_places",100.52,13.6763,Tailandia
W37857794,Almudena,7.0,way/37857794,Q68859382,"cemeteries,historic,burial_places,interesting_places",-71.9885,-13.5273,Perú
W378655651,Normal Juan Demóstenes Arosemena,6.0,way/378655651,Q42886602,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-80.9785,8.10264,Panamá
W378928507,Miralcamp Cooperativa del Camp SCCL,7.0,way/378928507,Q65205610,"factories,industrial_facilities,interesting_places",0.88087,41.6068,España
W379165877,The Old Bakery and Emporium,7.0,way/379165877,Q6704103,"architecture,historic_architecture,cultural,museums,interesting_places,other_museums,shops,bakeries,tourist_facilities,other_buildings_and_structures",-97.7418,30.2722,United States
W379165900,Central Christian Church,7.0,way/379165900,Q303648,"religion,churches,interesting_places,other_churches",-97.7447,30.2746,United States
